"CoC Number","CoC Name","Total Homeless, 2015","Sheltered Homeless, 2015","Unsheltered Homeless, 2015","Homeless Individuals, 2015","Sheltered Homeless Individuals, 2015","Unsheltered Homeless Individuals, 2015","Homeless People in Families, 2015","Sheltered Homeless People in Families, 2015","Unsheltered Homeless People in Families, 2015","Chronically Homeless, 2015","Sheltered Chronically Homeless, 2015","Unsheltered Chronically Homeless, 2015","Chronically Homeless Individuals, 2015","Sheltered Chronically Homeless Individuals, 2015","Unsheltered Chronically Homeless Individuals, 2015","Chronically Homeless People in Families, 2015","Sheltered Chronically Homeless People in Families, 2015","Unsheltered Chronically Homeless People in Families, 2015","Homeless Veterans, 2015","Sheltered Homeless Veterans, 2015","Unsheltered Homeless Veterans, 2015","Homeless Unaccompanied Youth (Under 25), 2015","Sheltered Homeless Unaccompanied Youth (Under 25), 2015","Unsheltered Homeless Unaccompanied Youth (Under 25), 2015","Homeless Unaccompanied Children (Under 18), 2015","Sheltered Homeless Unaccompanied Children (Under 18), 2015","Unsheltered Homeless Unaccompanied Children (Under 18), 2015","Homeless Unaccompanied Young Adults (Age 18-24), 2015","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Parenting Youth (Under 25), 2015","Sheltered Parenting Youth (Under 25), 2015","Unsheltered Parenting Youth (Under 25), 2015","Parenting Youth Under 18, 2015","Sheltered Parenting Youth Under 18, 2015","Unsheltered Parenting Youth Under 18, 2015","Parenting Youth Age 18-24, 2015","Sheltered Parenting Youth Age 18-24, 2015","Unsheltered Parenting Youth Age 18-24, 2015","Children of Parenting Youth, 2015","Sheltered Children of Parenting Youth, 2015","Unsheltered Children of Parenting Youth, 2015"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","762.0","727.0","35.0","406.0","371.0","35.0","356.0","356.0","0.0","49.0","39.0","10.0","49.0","39.0","10.0","0.0","0.0","0.0","51.0","47.0","4.0","118.0","114.0","4.0","18.0","18.0","0.0","100.0","96.0","4.0","52.0","52.0","0.0","0.0","0.0","0.0","52.0","52.0","0.0","67.0","67.0","0.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","648.0","477.0","171.0","353.0","230.0","123.0","295.0","247.0","48.0","92.0","0.0","92.0","54.0","0.0","54.0","38.0","0.0","38.0","47.0","18.0","29.0","68.0","40.0","28.0","1.0","0.0","1.0","67.0","40.0","27.0","26.0","19.0","7.0","1.0","0.0","1.0","25.0","19.0","6.0","30.0","23.0","7.0"
"NY-503","Albany City & County CoC","597.0","577.0","20.0","459.0","439.0","20.0","138.0","138.0","0.0","87.0","68.0","19.0","78.0","59.0","19.0","9.0","9.0","0.0","75.0","73.0","2.0","46.0","46.0","0.0","11.0","11.0","0.0","35.0","35.0","0.0","13.0","13.0","0.0","1.0","1.0","0.0","12.0","12.0","0.0","28.0","28.0","0.0"
"NY-504","Cattaragus County CoC","41.0","41.0","0.0","18.0","18.0","0.0","23.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","922.0","906.0","16.0","650.0","634.0","16.0","272.0","272.0","0.0","86.0","83.0","3.0","76.0","73.0","3.0","10.0","10.0","0.0","48.0","48.0","0.0","115.0","114.0","1.0","26.0","26.0","0.0","89.0","88.0","1.0","26.0","26.0","0.0","0.0","0.0","0.0","26.0","26.0","0.0","29.0","29.0","0.0"
"NY-507","Schenectady City & County CoC","349.0","322.0","27.0","214.0","187.0","27.0","135.0","135.0","0.0","44.0","36.0","8.0","27.0","19.0","8.0","17.0","17.0","0.0","8.0","8.0","0.0","28.0","24.0","4.0","2.0","1.0","1.0","26.0","23.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","919.0","858.0","61.0","613.0","552.0","61.0","306.0","306.0","0.0","85.0","62.0","23.0","81.0","58.0","23.0","4.0","4.0","0.0","88.0","83.0","5.0","75.0","74.0","1.0","21.0","21.0","0.0","54.0","53.0","1.0","33.0","33.0","0.0","0.0","0.0","0.0","33.0","33.0","0.0","59.0","59.0","0.0"
"NY-510","Ithaca/Tompkins County CoC","88.0","72.0","16.0","55.0","39.0","16.0","33.0","33.0","0.0","9.0","4.0","5.0","9.0","4.0","5.0","0.0","0.0","0.0","2.0","0.0","2.0","17.0","17.0","0.0","3.0","3.0","0.0","14.0","14.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","7.0","7.0","0.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","302.0","262.0","40.0","272.0","232.0","40.0","30.0","30.0","0.0","8.0","0.0","8.0","8.0","0.0","8.0","0.0","0.0","0.0","4.0","4.0","0.0","65.0","61.0","4.0","0.0","0.0","0.0","65.0","61.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-512","Troy/Rensselaer County CoC","189.0","147.0","42.0","112.0","70.0","42.0","77.0","77.0","0.0","46.0","27.0","19.0","37.0","18.0","19.0","9.0","9.0","0.0","10.0","9.0","1.0","24.0","20.0","4.0","0.0","0.0","0.0","24.0","20.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","187.0","187.0","0.0","180.0","180.0","0.0","7.0","7.0","0.0","38.0","38.0","0.0","32.0","32.0","0.0","6.0","6.0","0.0","35.0","35.0","0.0","36.0","36.0","0.0","0.0","0.0","0.0","36.0","36.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","29.0","29.0","0.0","20.0","20.0","0.0","9.0","9.0","0.0","23.0","23.0","0.0","14.0","14.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-516","Clinton County CoC","143.0","140.0","3.0","88.0","85.0","3.0","55.0","55.0","0.0","15.0","12.0","3.0","12.0","9.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","140.0","123.0","17.0","89.0","72.0","17.0","51.0","51.0","0.0","41.0","32.0","9.0","37.0","28.0","9.0","4.0","4.0","0.0","4.0","0.0","4.0","20.0","17.0","3.0","3.0","3.0","0.0","17.0","14.0","3.0","11.0","11.0","0.0","1.0","1.0","0.0","10.0","10.0","0.0","13.0","13.0","0.0"
"NY-519","Columbia/Greene County CoC","97.0","95.0","2.0","41.0","39.0","2.0","56.0","56.0","0.0","24.0","23.0","1.0","10.0","9.0","1.0","14.0","14.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"NY-520","Franklin County CoC","28.0","28.0","0.0","17.0","17.0","0.0","11.0","11.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","86.0","82.0","4.0","77.0","73.0","4.0","9.0","9.0","0.0","8.0","5.0","3.0","8.0","5.0","3.0","0.0","0.0","0.0","6.0","6.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","282.0","282.0","0.0","202.0","202.0","0.0","80.0","80.0","0.0","36.0","36.0","0.0","36.0","36.0","0.0","0.0","0.0","0.0","40.0","40.0","0.0","23.0","23.0","0.0","3.0","3.0","0.0","20.0","20.0","0.0","8.0","8.0","0.0","2.0","2.0","0.0","6.0","6.0","0.0","8.0","8.0","0.0"
"NY-600","New York City CoC","75323.0","72140.0","3183.0","29612.0","26429.0","3183.0","45711.0","45711.0","0.0","5830.0","3794.0","2036.0","3275.0","1239.0","2036.0","2555.0","2555.0","0.0","1558.0","1499.0","59.0","1706.0","1518.0","188.0","3.0","0.0","3.0","1703.0","1518.0","185.0","2114.0","2114.0","0.0","0.0","0.0","0.0","2114.0","2114.0","0.0","2539.0","2539.0","0.0"
"NY-601","Poughkeepsie/Dutchess County CoC","375.0","360.0","15.0","177.0","162.0","15.0","198.0","198.0","0.0","31.0","31.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0","10.0","7.0","3.0","27.0","27.0","0.0","7.0","7.0","0.0","20.0","20.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","8.0","8.0","0.0"
"NY-602","Newburgh/Middletown/Orange County CoC","495.0","350.0","145.0","308.0","163.0","145.0","187.0","187.0","0.0","119.0","52.0","67.0","97.0","30.0","67.0","22.0","22.0","0.0","21.0","13.0","8.0","45.0","28.0","17.0","13.0","13.0","0.0","32.0","15.0","17.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","21.0","21.0","0.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3861.0","3756.0","105.0","1053.0","948.0","105.0","2808.0","2808.0","0.0","200.0","169.0","31.0","150.0","119.0","31.0","50.0","50.0","0.0","192.0","185.0","7.0","48.0","48.0","0.0","3.0","3.0","0.0","45.0","45.0","0.0","68.0","68.0","0.0","5.0","5.0","0.0","63.0","63.0","0.0","99.0","99.0","0.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1797.0","1770.0","27.0","731.0","704.0","27.0","1066.0","1066.0","0.0","175.0","156.0","19.0","160.0","141.0","19.0","15.0","15.0","0.0","181.0","179.0","2.0","59.0","57.0","2.0","6.0","6.0","0.0","53.0","51.0","2.0","76.0","76.0","0.0","0.0","0.0","0.0","76.0","76.0","0.0","93.0","93.0","0.0"
"NY-606","Rockland County CoC","117.0","92.0","25.0","89.0","64.0","25.0","28.0","28.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","14.0","13.0","1.0","0.0","0.0","0.0","14.0","13.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-607","Sullivan County CoC","130.0","128.0","2.0","95.0","93.0","2.0","35.0","35.0","0.0","17.0","17.0","0.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-608","Kingston/Ulster County CoC","343.0","277.0","66.0","204.0","149.0","55.0","139.0","128.0","11.0","49.0","22.0","27.0","44.0","17.0","27.0","5.0","5.0","0.0","15.0","10.0","5.0","39.0","37.0","2.0","13.0","13.0","0.0","26.0","24.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0"
"OH-500","Cincinnati/Hamilton County CoC","1063.0","1013.0","50.0","819.0","769.0","50.0","244.0","244.0","0.0","175.0","175.0","0.0","159.0","159.0","0.0","16.0","16.0","0.0","203.0","199.0","4.0","66.0","65.0","1.0","12.0","12.0","0.0","54.0","53.0","1.0","25.0","25.0","0.0","0.0","0.0","0.0","25.0","25.0","0.0","39.0","39.0","0.0"
"OH-501","Toledo/Lucas County CoC","564.0","548.0","16.0","400.0","386.0","14.0","164.0","162.0","2.0","42.0","36.0","6.0","36.0","32.0","4.0","6.0","4.0","2.0","33.0","31.0","2.0","48.0","48.0","0.0","0.0","0.0","0.0","48.0","48.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0"
"OH-502","Cleveland/Cuyahoga County CoC","1943.0","1875.0","68.0","1550.0","1482.0","68.0","393.0","393.0","0.0","217.0","179.0","38.0","215.0","177.0","38.0","2.0","2.0","0.0","326.0","308.0","18.0","85.0","82.0","3.0","0.0","0.0","0.0","85.0","82.0","3.0","27.0","27.0","0.0","0.0","0.0","0.0","27.0","27.0","0.0","54.0","54.0","0.0"
"OH-503","Columbus/Franklin County CoC","1721.0","1523.0","198.0","1384.0","1186.0","198.0","337.0","337.0","0.0","207.0","60.0","147.0","207.0","60.0","147.0","0.0","0.0","0.0","129.0","119.0","10.0","170.0","129.0","41.0","14.0","12.0","2.0","156.0","117.0","39.0","31.0","31.0","0.0","0.0","0.0","0.0","31.0","31.0","0.0","45.0","45.0","0.0"
"OH-504","Youngstown/Mahoning County CoC","368.0","294.0","74.0","101.0","44.0","57.0","267.0","250.0","17.0","86.0","50.0","36.0","49.0","21.0","28.0","37.0","29.0","8.0","35.0","6.0","29.0","19.0","15.0","4.0","11.0","11.0","0.0","8.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","971.0","923.0","48.0","654.0","606.0","48.0","317.0","317.0","0.0","27.0","24.0","3.0","25.0","22.0","3.0","2.0","2.0","0.0","114.0","112.0","2.0","109.0","104.0","5.0","1.0","1.0","0.0","108.0","103.0","5.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","36.0","36.0","0.0"
"OH-506","Akron/Barberton/Summit County CoC","760.0","641.0","119.0","507.0","405.0","102.0","253.0","236.0","17.0","157.0","96.0","61.0","157.0","96.0","61.0","0.0","0.0","0.0","63.0","56.0","7.0","74.0","62.0","12.0","11.0","11.0","0.0","63.0","51.0","12.0","15.0","15.0","0.0","3.0","3.0","0.0","12.0","12.0","0.0","23.0","23.0","0.0"
"OH-507","Ohio Balance of State CoC","3320.0","2854.0","466.0","1906.0","1526.0","380.0","1414.0","1328.0","86.0","297.0","220.0","77.0","262.0","185.0","77.0","35.0","35.0","0.0","254.0","224.0","30.0","168.0","137.0","31.0","0.0","0.0","0.0","168.0","137.0","31.0","83.0","82.0","1.0","0.0","0.0","0.0","83.0","82.0","1.0","117.0","114.0","3.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","472.0","412.0","60.0","244.0","186.0","58.0","228.0","226.0","2.0","67.0","47.0","20.0","50.0","30.0","20.0","17.0","17.0","0.0","26.0","18.0","8.0","31.0","23.0","8.0","0.0","0.0","0.0","31.0","23.0","8.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","22.0","22.0","0.0"
"OK-500","North Central Oklahoma CoC","194.0","160.0","34.0","97.0","69.0","28.0","97.0","91.0","6.0","33.0","20.0","13.0","26.0","13.0","13.0","7.0","7.0","0.0","6.0","2.0","4.0","25.0","21.0","4.0","0.0","0.0","0.0","25.0","21.0","4.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","18.0","18.0","0.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","956.0","825.0","131.0","724.0","598.0","126.0","232.0","227.0","5.0","89.0","53.0","36.0","89.0","53.0","36.0","0.0","0.0","0.0","125.0","106.0","19.0","101.0","70.0","31.0","10.0","10.0","0.0","91.0","60.0","31.0","11.0","9.0","2.0","0.0","0.0","0.0","11.0","9.0","2.0","36.0","35.0","1.0"
"OK-502","Oklahoma City CoC","1300.0","1100.0","200.0","1063.0","863.0","200.0","237.0","237.0","0.0","214.0","140.0","74.0","214.0","140.0","74.0","0.0","0.0","0.0","125.0","100.0","25.0","91.0","71.0","20.0","2.0","0.0","2.0","89.0","71.0","18.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","32.0","32.0","0.0"
"OK-503","Oklahoma Balance of State CoC","237.0","121.0","116.0","157.0","80.0","77.0","80.0","41.0","39.0","50.0","20.0","30.0","28.0","8.0","20.0","22.0","12.0","10.0","8.0","3.0","5.0","61.0","57.0","4.0","1.0","0.0","1.0","60.0","57.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OK-504","Norman/Cleveland County CoC","133.0","117.0","16.0","102.0","86.0","16.0","31.0","31.0","0.0","30.0","21.0","9.0","30.0","21.0","9.0","0.0","0.0","0.0","12.0","8.0","4.0","8.0","6.0","2.0","1.0","1.0","0.0","7.0","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OK-505","Northeast Oklahoma CoC","343.0","319.0","24.0","206.0","191.0","15.0","137.0","128.0","9.0","87.0","74.0","13.0","53.0","40.0","13.0","34.0","34.0","0.0","23.0","21.0","2.0","36.0","34.0","2.0","10.0","10.0","0.0","26.0","24.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"OK-506","Southwest Oklahoma Regional CoC","161.0","120.0","41.0","115.0","77.0","38.0","46.0","43.0","3.0","26.0","8.0","18.0","26.0","8.0","18.0","0.0","0.0","0.0","28.0","3.0","25.0","18.0","16.0","2.0","0.0","0.0","0.0","18.0","16.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OK-507","Southeastern Oklahoma Regional CoC","453.0","237.0","216.0","317.0","147.0","170.0","136.0","90.0","46.0","52.0","6.0","46.0","42.0","6.0","36.0","10.0","0.0","10.0","24.0","10.0","14.0","120.0","40.0","80.0","60.0","19.0","41.0","60.0","21.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OR-500","Eugene/Springfield/Lane County CoC","1473.0","757.0","716.0","1250.0","606.0","644.0","223.0","151.0","72.0","697.0","318.0","379.0","644.0","296.0","348.0","53.0","22.0","31.0","210.0","110.0","100.0","144.0","61.0","83.0","23.0","10.0","13.0","121.0","51.0","70.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"OR-501","Portland-Gresham-Multnomah County CoC","3801.0","1914.0","1887.0","3132.0","1403.0","1729.0","669.0","511.0","158.0","1033.0","158.0","875.0","969.0","132.0","837.0","64.0","26.0","38.0","417.0","221.0","196.0","265.0","129.0","136.0","5.0","3.0","2.0","260.0","126.0","134.0","30.0","28.0","2.0","0.0","0.0","0.0","30.0","28.0","2.0","36.0","33.0","3.0"
"OR-502","Medford/Ashland/Jackson County CoC","729.0","347.0","382.0","620.0","284.0","336.0","109.0","63.0","46.0","234.0","74.0","160.0","213.0","72.0","141.0","21.0","2.0","19.0","214.0","173.0","41.0","54.0","30.0","24.0","11.0","9.0","2.0","43.0","21.0","22.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","3.0","3.0","0.0"
"OR-503","Central Oregon CoC","594.0","189.0","405.0","383.0","150.0","233.0","211.0","39.0","172.0","222.0","13.0","209.0","161.0","13.0","148.0","61.0","0.0","61.0","59.0","17.0","42.0","55.0","26.0","29.0","12.0","8.0","4.0","43.0","18.0","25.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0"
"OR-505","Oregon Balance of State CoC","5544.0","2242.0","3302.0","3320.0","1432.0","1888.0","2224.0","810.0","1414.0","1457.0","401.0","1056.0","1189.0","368.0","821.0","268.0","33.0","235.0","448.0","194.0","254.0","751.0","175.0","576.0","323.0","31.0","292.0","428.0","144.0","284.0","74.0","33.0","41.0","0.0","0.0","0.0","74.0","33.0","41.0","82.0","36.0","46.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","591.0","196.0","395.0","399.0","97.0","302.0","192.0","99.0","93.0","128.0","13.0","115.0","120.0","9.0","111.0","8.0","4.0","4.0","77.0","48.0","29.0","57.0","19.0","38.0","13.0","1.0","12.0","44.0","18.0","26.0","8.0","4.0","4.0","0.0","0.0","0.0","8.0","4.0","4.0","10.0","5.0","5.0"
"OR-507","Clackamas County CoC","494.0","186.0","308.0","357.0","76.0","281.0","137.0","110.0","27.0","240.0","31.0","209.0","225.0","31.0","194.0","15.0","0.0","15.0","39.0","6.0","33.0","24.0","8.0","16.0","1.0","0.0","1.0","23.0","8.0","15.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","16.0","16.0","0.0"
"PA-500","Philadelphia CoC","5998.0","5328.0","670.0","3346.0","2676.0","670.0","2652.0","2652.0","0.0","829.0","468.0","361.0","739.0","378.0","361.0","90.0","90.0","0.0","337.0","327.0","10.0","299.0","244.0","55.0","13.0","13.0","0.0","286.0","231.0","55.0","300.0","300.0","0.0","0.0","0.0","0.0","300.0","300.0","0.0","400.0","400.0","0.0"
"PA-501","Harrisburg/Dauphin County CoC","402.0","386.0","16.0","204.0","188.0","16.0","198.0","198.0","0.0","50.0","44.0","6.0","47.0","41.0","6.0","3.0","3.0","0.0","44.0","43.0","1.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","22.0","22.0","0.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","436.0","376.0","60.0","276.0","216.0","60.0","160.0","160.0","0.0","41.0","22.0","19.0","41.0","22.0","19.0","0.0","0.0","0.0","10.0","9.0","1.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","174.0","158.0","16.0","100.0","84.0","16.0","74.0","74.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","12.0","1.0","15.0","14.0","1.0","1.0","0.0","1.0","14.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","429.0","426.0","3.0","180.0","177.0","3.0","249.0","249.0","0.0","37.0","36.0","1.0","35.0","34.0","1.0","2.0","2.0","0.0","6.0","6.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","23.0","23.0","0.0"
"PA-505","Chester County CoC","612.0","597.0","15.0","428.0","413.0","15.0","184.0","184.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","299.0","299.0","0.0","26.0","23.0","3.0","0.0","0.0","0.0","26.0","23.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PA-506","Reading/Berks County CoC","561.0","557.0","4.0","385.0","381.0","4.0","176.0","176.0","0.0","83.0","79.0","4.0","83.0","79.0","4.0","0.0","0.0","0.0","42.0","41.0","1.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","27.0","27.0","0.0"
"PA-508","Scranton/Lackawanna County CoC","233.0","223.0","10.0","117.0","107.0","10.0","116.0","116.0","0.0","28.0","18.0","10.0","28.0","18.0","10.0","0.0","0.0","0.0","36.0","36.0","0.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","10.0","10.0","0.0","2.0","2.0","0.0","8.0","8.0","0.0","13.0","13.0","0.0"
"PA-509","Eastern Pennsylvania CoC","2410.0","1994.0","416.0","1201.0","847.0","354.0","1209.0","1147.0","62.0","164.0","87.0","77.0","147.0","70.0","77.0","17.0","17.0","0.0","150.0","104.0","46.0","165.0","127.0","38.0","4.0","4.0","0.0","161.0","123.0","38.0","93.0","93.0","0.0","2.0","2.0","0.0","91.0","91.0","0.0","124.0","124.0","0.0"
"PA-510","Lancaster City & County CoC","378.0","368.0","10.0","194.0","184.0","10.0","184.0","184.0","0.0","7.0","4.0","3.0","7.0","4.0","3.0","0.0","0.0","0.0","28.0","27.0","1.0","16.0","14.0","2.0","0.0","0.0","0.0","16.0","14.0","2.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","20.0","20.0","0.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","487.0","449.0","38.0","193.0","160.0","33.0","294.0","289.0","5.0","38.0","28.0","10.0","30.0","23.0","7.0","8.0","5.0","3.0","13.0","9.0","4.0","45.0","39.0","6.0","10.0","10.0","0.0","35.0","29.0","6.0","31.0","31.0","0.0","0.0","0.0","0.0","31.0","31.0","0.0","46.0","46.0","0.0"
"PA-512","York City & County CoC","345.0","301.0","44.0","158.0","134.0","24.0","187.0","167.0","20.0","29.0","12.0","17.0","15.0","10.0","5.0","14.0","2.0","12.0","30.0","25.0","5.0","18.0","8.0","10.0","8.0","0.0","8.0","10.0","8.0","2.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","19.0","19.0","0.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1424.0","1386.0","38.0","919.0","881.0","38.0","505.0","505.0","0.0","154.0","138.0","16.0","150.0","134.0","16.0","4.0","4.0","0.0","216.0","207.0","9.0","99.0","95.0","4.0","0.0","0.0","0.0","99.0","95.0","4.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","54.0","54.0","0.0"
"PA-601","Western Pennsylvania CoC","1002.0","937.0","65.0","567.0","512.0","55.0","435.0","425.0","10.0","91.0","68.0","23.0","89.0","66.0","23.0","2.0","2.0","0.0","135.0","134.0","1.0","61.0","54.0","7.0","1.0","1.0","0.0","60.0","53.0","7.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","26.0","26.0","0.0"
"PA-603","Beaver County CoC","120.0","113.0","7.0","48.0","43.0","5.0","72.0","70.0","2.0","9.0","6.0","3.0","3.0","2.0","1.0","6.0","4.0","2.0","1.0","1.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"PA-605","Erie City & County CoC","410.0","394.0","16.0","289.0","273.0","16.0","121.0","121.0","0.0","30.0","30.0","0.0","28.0","28.0","0.0","2.0","2.0","0.0","15.0","15.0","0.0","41.0","41.0","0.0","0.0","0.0","0.0","41.0","41.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","17.0","17.0","0.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","2422.0","868.0","1554.0","2112.0","625.0","1487.0","310.0","243.0","67.0","893.0","72.0","821.0","826.0","72.0","754.0","67.0","0.0","67.0","95.0","23.0","72.0","106.0","46.0","60.0","12.0","11.0","1.0","94.0","35.0","59.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","31.0","31.0","0.0"
